1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. FEDERAL FACILITY,15. INDUSTRY SECTOR CODE,16. INDUSTRY SECTOR,17. PRIMARY SIC,18. SIC 2,19. SIC 3,20. SIC 4,21. SIC 5,22. SIC 6,23. PRIMARY NAICS,24. NAICS 2,25. NAICS 3,26. NAICS 4,27. NAICS 5,28. NAICS 6,29. DOC_CTRL_NUM,30. CHEMICAL,31. CAS #/COMPOUND ID,32. SRS ID,33. CLEAN AIR ACT CHEMICAL,34. CLASSIFICATION,35. METAL,36. METAL CATEGORY,37. CARCINOGEN,38. FORM TYPE,39. UNIT OF MEASURE,40. 5.1 - FUGITIVE AIR,41. 5.2 - STACK AIR,42. 5.3 - WATER,43. 5.4 - UNDERGROUND,44. 5.4.1 - UNDERGROUND CL I,45. 5.4.2 - UNDERGROUND C II-V,46. 5.5.1 - LANDFILLS,47. 5.5.1A - RCRA C LANDFILL,48. 5.5.1B - OTHER LANDFILLS,49. 5.5.2 - LAND TREATMENT,50. 5.5.3 - SURFACE IMPNDMNT,51. 5.5.3A - RCRA SURFACE IM,52. 5.5.3B - OTHER SURFACE I,53. 5.5.4 - OTHER DISPOSAL,54. ON-SITE RELEASE TOTAL,55. 6.1 - POTW - TRNS RLSE,56. 6.1 - POTW - TRNS TRT,57. POTW - TOTAL TRANSFERS,58. 6.2 - M10,59. 6.2 - M41,60. 6.2 - M62,61. 6.2 - M40 METAL,62. 6.2 - M61 METAL,63. 6.2 - M71,64. 6.2 - M81,65. 6.2 - M82,66. 6.2 - M72,67. 6.2 - M63,68. 6.2 - M66,69. 6.2 - M67,70. 6.2 - M64,71. 6.2 - M65,72. 6.2 - M73,73. 6.2 - M79,74. 6.2 - M90,75. 6.2 - M94,76. 6.2 - M99,77. OFF-SITE RELEASE TOTAL,78. 6.2 - M20,79. 6.2 - M24,80. 6.2 - M26,81. 6.2 - M28,82. 6.2 - M93,83. OFF-SITE RECYCLED TOTAL,84. 6.2 - M56,85. 6.2 - M92,86. OFF-SITE ENERGY RECOVERY T,87. 6.2 - M40 NON-METAL,88. 6.2 - M50,89. 6.2 - M54,90. 6.2 - M61 NON-METAL,91. 6.2 - M69,92. 6.2 - M95,93. OFF-SITE TREATED TOTAL,94. 6.2 - UNCLASSIFIED,95. 6.2 - TOTAL TRANSFER,96. TOTAL RELEASES,97. 8.1 - RELEASES,98. 8.1A - ON-SITE CONTAINED,99. 8.1B - ON-SITE OTHER ,100. 8.1C - OFF-SITE CONTAIN,101. 8.1D - OFF-SITE OTHER R,102. 8.2 - ENERGY RECOVER ON,103. 8.3 - ENERGY RECOVER OF,104. 8.4 - RECYCLING ON SITE,105. 8.5 - RECYCLING OFF SIT,106. 8.6 - TREATMENT ON SITE,107. 8.7 - TREATMENT OFF SITE,108. PRODUCTION WSTE (8.1-8.7),109. 8.8 - ONE-TIME RELEASE,110. PROD_RATIO_OR_ ACTIVITY,111. 8.9 - PRODUCTION RATIO,112. PARENT CO NAME,113. PARENT CO DB NUM,
"2017","28542CMPLJATTNA","110041995151","MCIEAST-MCB CAMLEJ MAIN FACILITY","12 POST LN","CAMP LEJEUNE","ONSLOW","NC","28547","","","34.717781","-77.342919","YES","999","Other","","","","","","","928110","","","","","","1317216216628","NITRATE COMPOUNDS","N511","649616","NO","TRI","NO","0","NO","R","Pounds","0","0","474161","0","0","0","0","0","0","305","0","0","0","0","474466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","474466","0","0","474466","0","0","0","0","0","0","0","0","474466","","ACTIVITY",".91","US DEPARTMENT OF DEFENSE","NA"
"2017","2221WSRMYJ24LEE","110063848118","US ARMY JOINT BASE MYER-HENDERSON HALL (JBM-HH)","204 LEE AVE","FORT MYER","ARLINGTON","VA","222111116","","","38.881196","-77.080161","YES","999","Other","","","","","","","928110","","","","","","1317215955004","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","ACTIVITY",".79","US DEPARTMENT OF DEFENSE","NA"
"2017","01022SRFRC250PA","110024378608","US DOD USAF WESTOVER ARB","250 PATRIOT AVE, BOX 35","CHICOPEE","HAMPDEN","MA","01022","","","42.18846","-72.54072","YES","999","Other","","","","","","","928110","","","","","","1317216300208","NAPHTHALENE","000091203","13326","YES","TRI","NO","0","YES","R","Pounds","3","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","0","0","4","0","6","0","0","0","0","0","0","10","","ACTIVITY","1","US DEPARTMENT OF DEFENSE","NA"
"2017","9890WYKMTR97FIR","110001855653","YAKIMA TRAINING CENTER- RANGE","970 FIRING CENTER RD","YAKIMA","YAKIMA","WA","98901","","","46.674883","-120.409513","YES","999","Other","","","","","","","928110","","","","","","1317215844794","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","35287.3","35287.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35287.3","0","0","35287.3","0","0","0","0","0","0","0","0","35287.3","","ACTIVITY","1.32","US DEPARTMENT OF DEFENSE","NA"
"2017","42337STVPR13246","110000380882","US TVA PARADISE FOSSIL PLANT","13246 STATE RT 176 SUITE 10","DRAKESBORO","MUHLENBERG","KY","42337","","","37.259202","-86.978066","YES","2211","Electric Utilities","","","","","","","221112","","","","","","1317216043758","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds","0","16","0","0","0","0","0","0","0","0","0","0","200","0","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".8","0","0","0",".1",".1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","217","0","0","220",".8",".2","0","0","0","0","0","0","221","","PRODUCTION",".62","US TENNESSEE VALLEY AUTHORITY","NA"
"2017","92055MRNCRPOBOX","110018970247","U.S. MARINE CORPS MCB CAMP PENDLETON","BLDG 22165 11TH ST PO BOX 555008","CAMP PENDLETON","SAN DIEGO","CA","920558008","","","33.306669","-117.3408","YES","999","Other","","","","","","","928110","","","","","","1317216123594","COPPER","007440508","150086","NO","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","210000","210000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17000","17000","0","0","0","0","0","0","0","0","0","0","0","17000","210000","0","0","210000","0","0","0","0","0","17000","0","0","227000","","ACTIVITY",".92","US DEPARTMENT OF DEFENSE","NA"
"2017","13602SRMYFHQ10T","110002152937","US ARMY FORT DRUM","10000 10TH MOUNTAIN DIV DR","FORT DRUM","JEFFERSON","NY","136025000","","","44.05452","-75.79592","YES","999","Other","","","","","","","928110","","","","","","1317216148751","COPPER","007440508","150086","NO","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","115472","115472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2610","0","0","2610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2610","118082","0","0","115472","0","2610","0","0","0","0","0","0","118082","","ACTIVITY",".93","US DEPARTMENT OF DEFENSE","NA"
"2017","37134STVJH535ST","110000370535","US TVA JOHNSONVILLE FOSSIL PLANT","535 STEAM PLANT RD","NEW JOHNSONVILLE","HUMPHREYS","TN","37134","","","36.0278","-87.9861","YES","2211","Electric Utilities","","","","","","","221112","","","","","","1317216077255","DIOXIN AND DIOXIN-LIKE COMPOUNDS","N150","755371","YES","Dioxin","NO","0","YES","R","Grams","0",".48","0","0","0","0","0","0","0","0","0","0","0","0",".48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".48","0","0",".48","0","0","0","0","0","0","0","0",".48","","PRODUCTION",".83","US TENNESSEE VALLEY AUTHORITY","NA"
"2017","4096WFCMNCPBX3X","110043694259","FCI MANCHESTER","805 FOX HOLLOW RD","MANCHESTER","CLAY","KY","40962","","","37.180621","-83.787672","YES","999","Other","","","","","","","922140","","","","","","1317215929454","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds",".5","0","0","0","0","0","0","0","0","0","0","0","0","427.39","427.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","427.89","0","0","427.89","0","0","0","0","0","0","0","0","427.89","","ACTIVITY",".71","US DEPARTMENT OF JUSTICE","786063339"
"2017","42086STVSH7900M","110000493305","US TVA SHAWNEE FOSSIL PLANT","7900 METROPOLIS LAKE RD","WEST PADUCAH","MCCRACKEN","KY","42086","","","37.151972","-88.777324","YES","2211","Electric Utilities","","","","","","","221112","","","","","","1317216033314","NAPHTHALENE","000091203","13326","YES","TRI","NO","0","YES","R","Pounds","0","22","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","22","0","0","0","0","0","0","0","0","22","","PRODUCTION",".95","US TENNESSEE VALLEY AUTHORITY","NA"
